No	Species	Species_ID	Location	Lat_min	Lat_max	Lat_mean	Lon_min	Lon_max	Lon_mean	Year_min	Year_max	Depth_min_m	Depth_max_m	Spp_depth_min	Spp_depth_max	SST_WOA	min_WOASST	max_WOASST	cv_WOASST	BT_WOA	min_WOABT	max_WOABT	cv_WOABT	mean_chla	min_chla	max_chla	cv_chla	BT_WOA_spp_depth	min_WOABT_spp_depth	max_WOABT_spp_depth	cv_WOABT_spp_depth
11	Trichiurus_lepturus	1	Manila_Bay_Philippine	14.5	14.5	14.5	120.7333	120.7333	120.7333	1960	1961	NA	NA	5	150	28.36672727	28.21	28.525	0.003389387	9.027636364	2.376	28.22	1.039752492	1.437858974	0.138501762	14.77888625	2.92329029	19.516	18.036	28.22	0.167009605
12	Trichiurus_lepturus	1	Manila_Bay_Philippine	14.5	14.5	14.5	120.7333	120.7333	120.7333	1978	1979	NA	NA	5	150	28.36672727	28.21	28.525	0.003389387	9.027636364	2.376	28.22	1.039752492	1.437858974	0.138501762	14.77888625	2.92329029	19.516	18.036	28.22	0.167009605
13	Trichiurus_lepturus	1	Kakinada_India	16.6667	17.1666	16.91665	82.3333	82.5	82.41665	1965	1970	5	40	5	40	28.21688889	28.16	28.255	0.001061189	3.522111111	1.933	8.65	0.628064252	0.629560906	0.327539769	1.177788292	0.432580591	27.587	27.488	27.669	0.00214819
14	Trichiurus_lepturus	1	Northern_Bay_of_Bengal	20.95	21.9667	21.45835	68.8166	70.5667	69.69165	2007	2010	NA	70	5	70	27.13171429	26.889	27.228	0.003680572	24.2565	22.288	26.834	0.069155774	2.125910389	1.197426273	3.431189136	0.323131318	24.57535714	23.431	26.834	0.055744003
15	Trichiurus_lepturus	1	Visakhapatnam_India	17.625	17.625	17.625	83.458	83.458	83.458	1989	1992	20	70	20	70	28.16133333	28.121	28.208	0.000905149	14.11077778	2.007	27.199	0.772717738	0.521462543	0.27207934	1.419978449	0.678928791	25.32	24.684	27.199	0.041099581
16	Trichiurus_lepturus	1	Northern_Arabian_Sea	16.8667	19.9333	18.4	82.5166	86.6833	84.59995	2007	2010	NA	70	5	70	28.19391791	28.008	28.394	0.002203018	7.388514925	1.711	27.731	1.190353917	0.41814001	0.194329682	2.155389934	0.781259254	25.2258806	24.556	27.731	0.025870728
17	Trichiurus_lepturus	1	Mumbai_India	18.9	18.9	18.9	72.8167	72.8167	72.8167	1992	2001	25	90	25	90	27.88144444	27.577	28.075	0.0062905	25.22122222	23.883	26.976	0.045096741	2.740716025	1.102579424	4.551420197	0.444891992	25.22122222	23.883	26.976	0.045096741
18	Trichiurus_lepturus	1	Mumbai_India	18.9	18.9	18.9	72.8167	72.8167	72.8167	1969	1984	NA	50	25	50	27.88144444	27.577	28.075	0.0062905	25.22122222	23.883	26.976	0.045096741	2.740716025	1.102579424	4.551420197	0.444891992	25.77677778	25.001	26.976	0.02487657
19	Trichiurus_lepturus	1	Veraval_India	21.1533	21.1533	21.1533	70.4431	70.4431	70.4431	2003	2006	NA	70	30	70	27.28566667	27.206	27.366	0.002043752	23.626	22.748	26.663	0.051297897	2.427036685	1.251025879	6.096679918	0.634858728	24.00466667	23.373	26.663	0.042753224
20	Trichiurus_lepturus	1	Veraval_India	21.1533	21.1533	21.1533	70.4431	70.4431	70.4431	2008	2009	30	60	30	60	27.28566667	27.206	27.366	0.002043752	23.626	22.748	26.663	0.051297897	2.427036685	1.251025879	6.096679918	0.634858728	24.48744444	23.942	26.663	0.033740922
21	Trichiurus_lepturus	1	Negombo_Sri_Lanka	7.2	7.2	7.2	79.7667	79.7667	79.7667	2005	2006	NA	70	5	70	28.10522222	28.021	28.246	0.002297068	4.944222222	2.058	10.78	0.807373234	0.527122529	0.410212748	0.67702908	0.185690933	25.461	25.376	25.608	0.003141631
22	Trichiurus_lepturus	1	Beruwala_Sri_Lanka	6.4667	6.4667	6.4667	79.9667	79.9667	79.9667	2005	2006	NA	70	5	70	28.18411111	28.142	28.211	0.000775818	9.145777778	1.855	26.51	1.084075542	0.415606912	0.337755944	0.598601474	0.184864947	25.36333333	24.97	26.51	0.017670531
23	Trichiurus_lepturus	1	Arabian_Sea_coast_of_Oman	16	19	17.5	53.5	58	55.75	2001	2002	NA	NA	5	150	26.122696	24.842	26.786	0.017150757	6.774856	1.67	24.576	1.135298164	1.37919863	0.63070307	9.40409188	0.861362771	18.300496	16.594	24.576	0.107032792
24	Trichiurus_lepturus	1	South_Africa	NA	NA	NA	NA	NA	NA	1981	1981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25	Decapterus_russelli	2	Nansha_Is.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26	Decapterus_russelli	2	Hong_Kong	22.1833	22.1833	22.1833	114.1833	114.1833	114.1833	1996	1997	NA	NA	40	275	24.81388889	24.514	25.122	0.009032945	23.51322222	22.847	24.199	0.022343308	0.996054291	0.374565938	2.864804237	0.813805573	23.51322222	22.847	24.199	0.022343308
27	Decapterus_russelli	2	Manila_Bay_Philippine	14.5	14.5	14.5	120.7333	120.7333	120.7333	1958	1959	NA	NA	40	275	28.36672727	28.21	28.525	0.003389387	9.027636364	2.376	28.22	1.039752492	1.437858974	0.138501762	14.77888625	2.92329029	15.32290909	12.559	28.22	0.350563767
28	Decapterus_russelli	2	Manila_Bay_Philippine	14.5	14.5	14.5	120.7333	120.7333	120.7333	1959	1959	NA	NA	40	275	28.36672727	28.21	28.525	0.003389387	9.027636364	2.376	28.22	1.039752492	1.437858974	0.138501762	14.77888625	2.92329029	15.32290909	12.559	28.22	0.350563767
29	Decapterus_russelli	2	Palawan_Philippine	12.2667	14.5	13.38335	117	119.7333	118.36665	1958	1958	NA	NA	40	275	28.43031313	28.302	28.51	0.001450543	2.541787879	2.351	9.512	0.286814977	0.130455001	0.116071413	0.152774238	0.071171531	12.59813131	12.558	12.666	0.002582298
30	Decapterus_russelli	2	Palawan_Philippine	12.2667	14.5	13.38335	117	119.7333	118.36665	1959	1959	NA	NA	40	275	28.43031313	28.302	28.51	0.001450543	2.541787879	2.351	9.512	0.286814977	0.130455001	0.116071413	0.152774238	0.071171531	12.59813131	12.558	12.666	0.002582298
31	Decapterus_russelli	2	Palawan_Philippine	12.2667	14.5	13.38335	117	119.7333	118.36665	1968	1968	NA	NA	40	275	28.43031313	28.302	28.51	0.001450543	2.541787879	2.351	9.512	0.286814977	0.130455001	0.116071413	0.152774238	0.071171531	12.59813131	12.558	12.666	0.002582298
32	Decapterus_russelli	2	Camotes_Sea_Philippine	10.4833	10.4833	10.4833	124.3333	124.3333	124.3333	NA	NA	NA	NA	40	275	28.01133333	27.82	28.513	0.00713653	16.04588889	11.658	28.472	0.349457099	0.426777978	0.142277127	0.984059371	0.694967999	16.46055556	13.053	28.472	0.321508279
33	Decapterus_russelli	2	Java_Sea_Seribu_island	-5.8166	-5.8166	-5.8166	106.6333	106.6333	106.6333	1973	1973	NA	NA	50	70	29.00766667	28.965	29.042	0.000886315	28.94777778	28.84	29.003	0.00207189	0.564064092	0.398102175	0.943718003	0.322584382	28.94777778	28.84	29.003	0.00207189
34	Decapterus_russelli	2	Java_Sea	-6.05	-6.05	-6.05	106.85	106.85	106.85	1973	1973	NA	NA	50	70	29.01822222	29.003	29.042	0.000500807	28.96822222	28.878	29.003	0.001437149	0.564064092	0.398102175	0.943718003	0.322584382	28.96822222	28.878	29.003	0.001437149
35	Decapterus_russelli	2	Jakarta_Bay	-6.05	-6.05	-6.05	106.85	106.85	106.85	1975	1975	NA	NA	50	70	29.01822222	29.003	29.042	0.000500807	28.96822222	28.878	29.003	0.001437149	0.564064092	0.398102175	0.943718003	0.322584382	28.96822222	28.878	29.003	0.001437149
36	Decapterus_russelli	2	Jakarta_Bay	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
37	Decapterus_russelli	2	Java_Sea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
38	Decapterus_russelli	2	western_Java_Sea	NA	NA	NA	NA	NA	NA	2004	2004	50	70	50	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
39	Decapterus_russelli	2	eastern_Java_Sea	4.4667	4.4667	4.4667	99.6333	99.6333	99.6333	2004	2004	50	70	50	70	29.34011111	29.279	29.408	0.001602305	27.11144444	26.882	27.841	0.010938706	1.182356752	0.611001185	1.818377764	0.397217867	27.108	26.882	27.841	0.011002345
40	Decapterus_russelli	2	Keda_Buluh_Malaysia	6.2933	6.2933	6.2933	104.3222	104.3222	104.3222	1992	1992	NA	30	NA	30	28.41955556	28.319	28.516	0.002474384	27.407	27.342	27.463	0.001417604	0.184493402	0.175743658	0.192684428	0.027897966	27.99344444	27.907	28.072	0.001921908
41	Decapterus_russelli	2	Keda_Buluh_Malaysia	6.2933	6.2933	6.2933	104.3222	104.3222	104.3222	1993	1993	NA	30	NA	30	28.41955556	28.319	28.516	0.002474384	27.407	27.342	27.463	0.001417604	0.184493402	0.175743658	0.192684428	0.027897966	27.99344444	27.907	28.072	0.001921908
42	Decapterus_russelli	2	Pulau_Kambing_Malaysia	5.3711	5.3711	5.3711	103.1197	103.1197	103.1197	1992	1992	NA	30	NA	30	28.58755556	28.533	28.629	0.001131073	27.05944444	26.833	27.237	0.005348851	0.23161864	0.205765762	0.29835762	0.126783293	28.01277778	27.899	28.098	0.002150177
43	Decapterus_russelli	2	Pulau_Kambing_Malaysia	5.3711	5.3711	5.3711	103.1197	103.1197	103.1197	1993	1993	NA	30	NA	30	28.58755556	28.533	28.629	0.001131073	27.05944444	26.833	27.237	0.005348851	0.23161864	0.205765762	0.29835762	0.126783293	28.01277778	27.899	28.098	0.002150177
44	Decapterus_russelli	2	Vizhinjam_India	8.35	8.35	8.35	76.9864	76.9864	76.9864	1971	1974	NA	NA	40	275	28.15688889	28.025	28.281	0.003266801	15.09233333	4.91	26.765	0.571519039	0.924010537	0.420934816	2.066242518	0.56336281	17.54355556	12.401	26.765	0.351803846
45	Decapterus_russelli	2	Vizhinjam_India	8.35	8.35	8.35	76.9864	76.9864	76.9864	1994	1995	NA	NA	40	275	28.15688889	28.025	28.281	0.003266801	15.09233333	4.91	26.765	0.571519039	0.924010537	0.420934816	2.066242518	0.56336281	17.54355556	12.401	26.765	0.351803846
46	Decapterus_russelli	2	Kakinada_India	18.912	19.1425	19.02725	72.8036	72.861	72.8323	1996	1998	5	100	40	100	27.88144444	27.577	28.075	0.0062905	25.22122222	23.883	26.976	0.045096741	2.740716025	1.102579424	4.551420197	0.444891992	25.22122222	23.883	26.976	0.045096741
47	Decapterus_russelli	2	Mumbai_India	17.7166	19.75	18.7333	71.3	72.7	72	2004	2007	NA	50	NA	50	27.887375	27.47	28.205	0.008625585	24.05035417	22.231	26.976	0.049487145	1.960479892	0.392026039	5.327353886	0.746894308	25.68066667	25.001	26.976	0.016693265
48	Decapterus_russelli	2	Mumbai_India	17.7166	19.75	18.7333	71.3	72.7	72	2007	2009	55	90	55	90	27.887375	27.47	28.205	0.008625585	24.05035417	22.231	26.976	0.049487145	1.960479892	0.392026039	5.327353886	0.746894308	24.13366667	23.032	26.976	0.045811946
49	Decapterus_russelli	2	Mumbai_India	21.15333	21.15333	21.15333	70.4486	70.4486	70.4486	1981	1989	55	90	55	90	27.28566667	27.206	27.366	0.002043752	23.626	22.748	26.663	0.051297897	2.427036685	1.251025879	6.096679918	0.634858728	23.65322222	22.935	26.663	0.050410516
50	Decapterus_russelli	2	Southwest_coast_of_India	8.35	12.9	10.625	74.8	76.97	75.885	1981	1990	NA	NA	40	275	28.53990588	28.025	28.706	0.005145358	13.95170588	1.964	27.988	0.739319456	0.712015005	0.245694627	2.359248825	0.793070797	18.03087059	12.477	27.988	0.355211475
51	Decapterus_russelli	2	Northwest_coast_India	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
52	Decapterus_russelli	2	Southwest_coast_India	11.168	11.59	11.379	75.575	75.79	75.6825	2000	2002	NA	NA	40	275	28.60344444	28.548	28.639	0.00098994	23.06877778	9.587	27.454	0.230262493	0.902034509	0.411078929	2.05231499	0.57675629	23.43044444	12.842	27.454	0.183186308
53	Decapterus_russelli	2	Northwest_coast_India	12.8833	14.7833	13.8333	74.0667	74.65	74.35835	1998	1998	NA	NA	40	275	28.67086667	28.559	28.751	0.001876089	26.0342	23.185	28.328	0.066275418	1.560803421	0.407685967	3.546129557	0.800929561	26.0342	23.185	28.328	0.066275418
54	Decapterus_russelli	2	Malabar_India	16.9833	16.9833	16.9833	82.2833	82.2833	82.2833	1979	1983	NA	NA	40	275	28.224	28.147	28.392	0.002607178	13.88977778	2.101	27.423	0.645199672	0.629560906	0.327539769	1.177788292	0.432580591	16.65177778	11.747	27.423	0.364149426
55	Decapterus_russelli	2	Karnataka_coast_India	8.35	20.5	14.425	70.38	76.9	73.64	1981	1988	NA	NA	40	275	28.46646667	26.738	28.806	0.012613256	10.02967974	1.662	28.328	0.956927862	0.624102645	0.144378872	7.362380875	1.770288305	16.40053072	12.477	28.328	0.31437352
56	Decapterus_russelli	2	Mozambique	NA	NA	NA	NA	NA	NA	1979	1979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
57	Decapterus_russelli	2	Mozambique	NA	NA	NA	NA	NA	NA	1980	1980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
58	Decapterus_russelli	2	Mozambique	NA	NA	NA	NA	NA	NA	1981	1981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59	Decapterus_russelli	2	Mozambique	NA	NA	NA	NA	NA	NA	1986	1986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
60	Decapterus_russelli	2	Sofala_bank_Mozambique	-20.89	-18.93	-19.91	35.45	36.7	36.075	1986	1987	20	200	20	200	26.22035897	25.885	26.409	0.005219454	18.05312821	2.812	25.667	0.491958109	0.608692322	0.163082857	2.759562824	0.975974664	21.15538462	14.825	25.667	0.203143977
61	Decapterus_macrosoma	3	Southern_Kyushu_Japan	30.1969	32.4214	31.30915	128.7072	131.1353	129.92125	2002	2006	NA	NA	20	214	22.57440323	20.506	23.937	0.040890916	10.26703226	4.713	21.581	0.481884185	0.342459735	0.205243857	0.738355681	0.302316282	15.19935484	12.76	21.581	0.122140424
62	Decapterus_macrosoma	3	Palawan_Philippine	NA	NA	NA	NA	NA	NA	1957	1957	NA	NA	NA	NA	28.43031313	28.302	28.51	0.001450543	2.541787879	2.351	9.512	0.286814977	0.130455001	0.116071413	0.152774238	0.071171531	NA	NA	NA	NA
63	Decapterus_macrosoma	3	Palawan_Philippine	NA	NA	NA	NA	NA	NA	1957	1958	NA	NA	NA	NA	28.43031313	28.302	28.51	0.001450543	2.541787879	2.351	9.512	0.286814977	0.130455001	0.116071413	0.152774238	0.071171531	NA	NA	NA	NA
64	Decapterus_macrosoma	3	Palawan_Philippine	NA	NA	NA	NA	NA	NA	1958	1958	NA	NA	NA	NA	28.43031313	28.302	28.51	0.001450543	2.541787879	2.351	9.512	0.286814977	0.130455001	0.116071413	0.152774238	0.071171531	NA	NA	NA	NA
65	Decapterus_macrosoma	3	Palawan_Philippine	NA	NA	NA	NA	NA	NA	1958	1959	NA	NA	NA	NA	28.43031313	28.302	28.51	0.001450543	2.541787879	2.351	9.512	0.286814977	0.130455001	0.116071413	0.152774238	0.071171531	NA	NA	NA	NA
66	Decapterus_macrosoma	3	Palawan_Philippine	12.2666	14.5	13.3833	117	119.7333	118.36665	1960	1960	NA	NA	20	214	28.43031313	28.302	28.51	0.001450543	2.541787879	2.351	9.512	0.286814977	0.130455001	0.116071413	0.152774238	0.071171531	15.1160101	14.989	15.283	0.005226388
67	Decapterus_macrosoma	3	Palawan_Philippine	NA	NA	NA	NA	NA	NA	1960	1960	NA	NA	NA	NA	28.43031313	28.302	28.51	0.001450543	2.541787879	2.351	9.512	0.286814977	0.130455001	0.116071413	0.152774238	0.071171531	NA	NA	NA	NA
68	Decapterus_macrosoma	3	Palawan_Philippine	NA	NA	NA	NA	NA	NA	1965	1965	NA	NA	NA	NA	28.43031313	28.302	28.51	0.001450543	2.541787879	2.351	9.512	0.286814977	0.130455001	0.116071413	0.152774238	0.071171531	NA	NA	NA	NA
69	Decapterus_macrosoma	3	Palawan_Philippine	NA	NA	NA	NA	NA	NA	1965	1966	NA	NA	NA	NA	28.43031313	28.302	28.51	0.001450543	2.541787879	2.351	9.512	0.286814977	0.130455001	0.116071413	0.152774238	0.071171531	NA	NA	NA	NA
70	Decapterus_macrosoma	3	Palawan_Philippine	NA	NA	NA	NA	NA	NA	1966	1966	NA	NA	NA	NA	28.43031313	28.302	28.51	0.001450543	2.541787879	2.351	9.512	0.286814977	0.130455001	0.116071413	0.152774238	0.071171531	NA	NA	NA	NA
71	Decapterus_macrosoma	3	Palawan_Philippine	12.2666	14.5	13.3833	117	119.7333	118.36665	1968	1968	NA	NA	20	214	28.43031313	28.302	28.51	0.001450543	2.541787879	2.351	9.512	0.286814977	0.130455001	0.116071413	0.152774238	0.071171531	15.1160101	14.989	15.283	0.005226388
72	Decapterus_macrosoma	3	Palawan_Philippine	NA	NA	NA	NA	NA	NA	1968	1968	NA	NA	NA	NA	28.43031313	28.302	28.51	0.001450543	2.541787879	2.351	9.512	0.286814977	0.130455001	0.116071413	0.152774238	0.071171531	NA	NA	NA	NA
73	Decapterus_macrosoma	3	Manila_Bay_Philippine	14.5	14.5	14.5	120.7333	120.7333	120.7333	1957	1958	NA	NA	20	214	28.36672727	28.21	28.525	0.003389387	9.027636364	2.376	28.22	1.039752492	1.437858974	0.138501762	14.77888625	2.92329029	17.24009091	15.159	28.22	0.25203362
74	Decapterus_macrosoma	3	Manila_Bay_Philippine	14.5	14.5	14.5	120.7333	120.7333	120.7333	1958	1958	NA	NA	20	214	28.36672727	28.21	28.525	0.003389387	9.027636364	2.376	28.22	1.039752492	1.437858974	0.138501762	14.77888625	2.92329029	17.24009091	15.159	28.22	0.25203362
75	Decapterus_macrosoma	3	Java_sea	-6.1	-5.82	-5.96	106.2333	108.4833	107.3583	1986	1986	NA	NA	20	214	29.03344444	29.009	29.06	0.000584292	28.70366667	28.244	29.004	0.00976076	0.586598828	0.357679611	1.546497859	0.675041195	28.70366667	28.244	29.004	0.00976076
76	Decapterus_macrosoma	3	western_Java_Sea	NA	NA	NA	NA	NA	NA	2004	2004	50	70	50	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
77	Decapterus_macrosoma	3	eastern_Java_Sea	NA	NA	NA	NA	NA	NA	2004	2004	50	70	50	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
78	Decapterus_macrosoma	3	Karnataka_coast_India	12.9	14.82	13.86	74.11	74.79	74.45	1998	1998	NA	NA	NA	NA	28.67086667	28.559	28.751	0.001876089	26.0342	23.185	28.328	0.066275418	1.560803421	0.407685967	3.546129557	0.800929561	NA	NA	NA	NA
79	Decapterus_macrosoma	3	Vizhinjam_India	8.7833	8.7833	8.7833	76.9833	76.9833	76.9833	1994	1995	NA	NA	NA	NA	28.23966667	28.108	28.366	0.003384038	13.525	4.948	25.242	0.603387181	0.906841003	0.455341802	2.12587004	0.575988762	NA	NA	NA	NA
80	Decapterus_macrosoma	3	Mozambique	NA	NA	NA	NA	NA	NA	1982	1983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
81	Decapterus_macrosoma	3	Mozambique	-20.89	-18.93	-19.91	35.45	36.7	36.075	1986	1987	20	200	20	200	26.22035897	25.885	26.409	0.005219454	18.05312821	2.812	25.667	0.491958109	0.608692322	0.163082857	2.759562824	0.975974664	21.15538462	14.825	25.667	0.203143977
82	Atrobucca_nibe	4	Guei-Shan_Island_Taiwan	24.7667	24.9167	24.8417	121.9	122.06	121.98	2005	2006	50	300	50	300	26.00377778	24.997	26.544	0.019539538	8.393666667	3.142	16.493	0.606364574	0.298778187	0.126622135	0.639446006	0.579721194	14.47355556	13.268	16.493	0.074246631
83	Atrobucca_nibe	4	Taiwan	27	27	27	123	123	123	NA	NA	NA	NA	45	200	23.61144444	23.068	24.18	0.015640909	16.68277778	15.988	17.684	0.038277037	0.486657858	0.422457166	0.555489039	0.093821218	16.68277778	15.988	17.684	0.038277037
84	Atrobucca_nibe	4	Taiwan	27	27	27	123	123	123	NA	NA	NA	NA	45	200	23.61144444	23.068	24.18	0.015640909	16.68277778	15.988	17.684	0.038277037	0.486657858	0.422457166	0.555489039	0.093821218	16.68277778	15.988	17.684	0.038277037
85	Atrobucca_nibe	4	Japan	33.2167	41.1667	37.1917	128.5	145.8667	137.18335	NA	NA	NA	NA	45	200	16.65600594	9.804	22.651	0.201453648	2.630062352	0.032	19.329	1.659858606	0.616559238	0.137486651	3.509334928	0.471165353	7.355271378	0.617	19.329	0.762710345
86	Atrobucca_nibe	4	East_China_Sea_Ryukyu_Is.	26.4667	26.4833	26.475	128.0167	128.05	128.03335	NA	NA	NA	NA	45	200	25.10933333	25.008	25.206	0.002971098	4.284666667	1.677	18.652	1.284282585	0.108080169	0.103651476	0.126395674	0.067466215	19.26533333	19.194	19.327	0.002312908
87	Atrobucca_nibe	4	Japan	33.2167	41.1667	37.1917	128.5	145.8667	137.18335	NA	NA	NA	NA	45	200	16.65600594	9.804	22.651	0.201453648	2.630062352	0.032	19.329	1.659858606	0.616559238	0.137486651	3.509334928	0.471165353	7.355271378	0.617	19.329	0.762710345
88	Atrobucca_nibe	4	south_Korea	32	32	32	127	127	127	NA	NA	NA	NA	45	200	20.89244444	20.503	21.324	0.01442673	16.27455556	15.642	16.788	0.026832094	0.566684818	0.468749779	0.694238513	0.134143215	16.27455556	15.642	16.788	0.026832094
89	Atrobucca_nibe	4	south_Korea	32	32	32	127	127	127	NA	NA	NA	NA	45	200	20.89244444	20.503	21.324	0.01442673	16.27455556	15.642	16.788	0.026832094	0.566684818	0.468749779	0.694238513	0.134143215	16.27455556	15.642	16.788	0.026832094
90	Atrobucca_nibe	4	Taiwan	27	27	27	122	122	122	NA	NA	NA	NA	45	200	22.66177778	22.134	23.269	0.015466993	18.24877778	15.317	20.619	0.090128539	0.711119234	0.597754475	1.001226979	0.175455179	18.24877778	15.317	20.619	0.090128539
91	Atrobucca_nibe	4	Formosa_Strait_Taiwan	22.65	25.5167	24.08335	116.75	121.3167	119.03335	NA	NA	NA	NA	45	200	23.78808411	21.668	27.126	0.045723151	22.35019626	14.614	26.566	0.08982192	1.134566563	0.212490023	4.171202996	0.658015489	22.35019626	14.614	26.566	0.08982192
92	Atrobucca_nibe	4	Taiwan	27	27	27	122	122	122	NA	NA	NA	NA	45	200	22.66177778	22.134	23.269	0.015466993	18.24877778	15.317	20.619	0.090128539	0.711119234	0.597754475	1.001226979	0.175455179	18.24877778	15.317	20.619	0.090128539
93	Psenopsis_anomala	5	East_China_Sea	26.5	32.5	29.5	121.5	126.5	124	2001	2005	200	200	200	200	21.0392	15.3	25.462	0.105763727	17.23885934	3.094	21.568	0.167181593	1.57577354	0.122104468	6.177973639	0.919900461	17.64192967	12.542	21.568	0.107623812
94	Psenopsis_anomala	5	middle_and_northern_Taiwan_Strait	24.4667	25.3333	24.9	118.7833	121.05	119.91665	2001	2002	NA	NA	200	200	23.07904348	22.051	24.063	0.023310062	21.30917391	14.614	22.847	0.11921361	1.176843314	0.630626728	3.160302686	0.604980054	21.30917391	14.614	22.847	0.11921361
